processed_text,label,original_text
good,0,"Good. No swimsuit allowed :)
"
best okay soon,0,"Am okay. Will soon be over. All the best
"
close every friendship frnd secret thought true ur,0,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....
"
da ive latest ok project sent,0,"Ok i've sent u da latest version of da project.
"
amp day dear good great morning,0,"Good Morning my Dear........... Have a great &amp; successful day.
"
accept change day number one pls,0,"Pls accept me for one day. Or am begging you change the number.
"
back christmas den get lucky people,0,"Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
"
abt ok tel,0,"Its ok, if anybody asks abt me, u tel them..:-P
"
choose fact nobody teach wife,0,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens
"
gon na ring weekend wot,0,"* You gonna ring this weekend or wot?
"
also find,0,"Also track down any lighters you can find
"
cant help sorry,0,"Sorry, I can't help you on this.
"
babe need,0,"Babe, I need your advice
"
around ill leave ok,0,"I‘ll leave around four, ok?
"
college come da pm,0,"Come to medical college at 7pm ......forward it da
"
going,0,"K:)k..its good:)when are you going?
"
make,0,"I can make lasagna for you... vodka...
"
asap give hi kate ring xxx,0,"HI ITS KATE CAN U GIVE ME A RING ASAP XXX
"
people sent thing thought,0,"Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
"
going got told,0,"No, but you told me you were going, before you got drunk!
"
didnt fucking hear late word would,0,"He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
"
call claim congratulation easy friend good minute per prize thanks xmas,1,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate
"
always excuse im looking,0,"I'm always looking for an excuse to be in the city.
"
frens give im still wif yup,0,"Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
"
bus,0,"O shore are you takin the bus
"
ex get gon na,0,"So u gonna get deus ex?
"
email ltgt mind night per send time,0,"I will send them to your email. Do you mind  &lt;#&gt;  times per night?
"
call camcorder colour free minute mobile new nokia phone reply text want,1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
"
gas ok pub st,0,"tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
"
come ok pick,0,"Ok then i come n pick u at engin?
"
im late never short tell wanted,0,"Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
"
,0,"Raviyog Peripherals bhayandar east
"
actually guy meet right way,0,"K actually can you guys meet me at the sunoco on howard? It should be right on the way
"
call new please,1,"You have 1 new voicemail. Please call 08719181513.
"
come dream give good make moon night sleep sm warm,0,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night
"
finished got time,0,"Just finished eating. Got u a plate. NOT leftovers this time.
"
lot thanx,0,"Thanx a lot...
"
ask big caller done dont food home im last,0,"Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
"
anyway im lol meant right,0,"Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
"
beautiful day great one,0,"Its a great day. Do have yourself a beautiful one.
"
happened,0,"What happened in interview?
"
afternoon called case child everyone found immediately ltdecimalgt ltgt man office picking place play police post reason reply sleeping took went who wife,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
"
pick,0,"Badrith is only for chennai:)i will surely pick for us:)no competition for him.
"
havent leave lucky mate need reply time tot wat,0,"I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
"
around enough got half hey ive ten,0,"Hey you around? I've got enough for a half + the ten I owe you
"
hey maybe meet tmr,0,"Hey tmr maybe can meet you at yck
"
ur,0,"ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
"
back earlier easy get ltgt making pay say yr,0,"They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
"
get im sure worry youll,0,"Not to worry. I'm sure you'll get it.
"
away drive end gas house like right since take youll,0,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard
"
asked call cant contact dating guess know pobox service someone,1,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p 
"
awarded call camera day delivery digital landline within,1,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
"
go mind one,0,"My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
"
im much people shit smoke use,0,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit
"
dear feeling good morning,0,"Dear good morning how you feeling dear
"
another back die dont every hope hour little med pain say take took,0,"A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
"
already beautiful come dont goodmorning never today tomorrow wonderful,0,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)
"
abt decide dunno going lei lor msg oops tot,0,"Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
"
come great hi pub would,0,"Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
"
award call claim code ending match number please rate receive selected today,1,"Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
"
club dogging free message new reply service sex stop unsubscribe welcome,1,"This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
"
amp even god im joke met msg person reading said world,0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)
"
ever,0,"Just do what ever is easier for you
"
text,1,"RCT' THNQ Adrian for U text. Rgds Vatian
"
call calling cant everyone get hurt im might monday one saying stop talk,0,"Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
"
ill,0,"It'll be tough, but I'll do what I have to
"
chance il im luv much say send would,0,"IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
"
dont good ltgt msg na name news next saturday true,0,"Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
"
back darlin finish hi kate luv meet number pick text xxx,0,"HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
"
always day happy heart mind place remember set valentine wish,0,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!
"
guess im lor right still,0,"But i'm surprised she still can guess right lor...
"
co driving im meet okie today wan,0,"Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
"
first ho oh time type use word,0,"Oh ho. Is this the first time u use these type of words
"
call darlin get goin good hi im last morning mum night really soon time work,0,"HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
"
know mean,0,"I know you are serving. I mean what are you doing now.
"
ah anyway best den got huh juz park take,0,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...
"
ill maybe oh,0,"Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
"
free message term text visit word,1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com
"
always girl good got know night pa safe thank,0,"I know girls always safe and selfish know i got it pa. Thank you. good night.
"
fun hope photo well went worry,0,"No worries, hope photo shoot went well. have a spiffing fun at workage. 
"
im,0,"I'm freezing and craving ice. Fml
"
already since,0,"Kay... Since we are out already 
"
already eh lar leh msg office sad sorry still tv ur watching,0,"Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
"
im right work yo,0,"Yo im right by yo work
"
call darlin film mate ok stuff worry,0,"Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
"
came go mind minute mood ok said sexy wid wife,0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,
"
available call mail pls saw send since space stuff true wake,0,"I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
"
juz nope work,0,"Nope... Juz off from work...
"
dat fast finished havent huh mean,0,"Huh so fast... Dat means u havent finished painting?
"
live number,0," what number do u live at? Is it 11?
"
day draw know need party put study think week,0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore
"
big set,0,"Sac will score big hundred.he is set batsman:-)
"
number pls send,0,"Send me yetty's number pls.
"
cost month much per,0,"How much it will cost approx . Per month.
"
book coz free go going isnt may na ok test think thought wan,0,"Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
"
call dating find know land line service someone,1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P
"
call fine give know question thats want,0,"That's fine, have him give me a call if he knows what he wants or has any questions
"
got late sorry start way,0,"Sorry, got a late start, we're on the way
"
back go lor urself,0,"Then u go back urself lor...
"
gas go,0,"I AM AT THE GAS STATION. GO THERE.
"
bored come home,0,"K, if u bored up just come to my home..
"
babe cover face kiss love,0,"Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
"
awesome car friend like made one time,0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome
"
da still,0,"Still i have not checked it da. . .
"
go ill stay,0,"You will go to walmart. I.ll stay.
"
couple havent love might send tomorrow ya,0,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too
"
disturb great ill oh talk,0,"Oh great. I.ll disturb him more so that we can talk.
"
,0,"Reverse is cheating. That is not mathematics.
"
ure using welcome,0,"U're welcome... Caught u using broken english again...
"
baby called good left message problem talk time,0,"No problem baby. Is this is a good time to talk? I called and left a message.
"
call ill later sorry,0,"Sorry, I'll call later
"
oh,0,"Oh is it! Which brand?
"
able call cant care come currently friday get give ill im morning person right see shopping sorry take thats til want wat,0,"Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
"
coming time,0,"At what time are you coming.
"
call coming like ok say tell today,0,"Call him and say you not coming today ok and tell them not to fool me like this ok
"
fr get oredi part,0,"I emailed yifeng my part oredi.. Can ü get it fr him..
"
good idea sure understand wine,0,"R u sure they'll understand that! Wine * good idea just had a slurp!
"
day walk,0,"Minimum walk is 3miles a day.
"
cinema get going ok problem think tomorrow tuesday,0,"Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
"
baby drive,0,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..
"
amp away care dont enough frm run slowly stop walk,0,"I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
"
call im let missed sorry talk time,1,"Sorry I missed your call let's talk when you have the time. I'm on 07090201529
"
phone please,0,"Please attend the phone:)
"
accept call didnt even mine single,0,"You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
"
im message phone,0,"No messages on her phone. I'm holding it now
"
free im,0,"Can... I'm free...
"
got still trip yo,0,"Yo my trip got postponed, you still stocked up?
"
call ill later sorry,0,"Sorry, I'll call later
"
call sir waiting,0,"I am waiting for your call sir.
"
hey pa reply,0,"Hey what are you doing. Y no reply pa..
"
hey meeting still today,0,"Hey elaine, is today's meeting still on?
"
gone ill ive place really sorry tomorrow,0,"Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
"
break dont let tear,0,"Most of the tiime when i don't let you hug me it's so i don't break into tears.
"
call come going tell tomorrow,0,"Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
"
went,0,"And now electricity just went out fml.
"
found great job like look smoke something,0,"Looks like you found something to do other than smoke, great job!
"
also etc,0,"Also andros ice etc etc
"
,0,":) 
"
across babe good hope kiss love maybe miss sea today wake,0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea
"
believe msg neva really sent wat yup,0,"Yup. Wun believe wat? U really neva c e msg i sent shuhui?
"
hows watch,0,"Hows that watch resizing
"
called dear,0,"Dear umma she called me now :-)
"
finished missing,0,"Just finished. Missing you plenty
"
cash collection complimentary holiday landline lose need urgent,1,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+
"
meant night well,0,"Well, I meant as opposed to my drunken night of before
"
book going huh must sunday,0,"K... Must book a not huh? so going for yoga basic on sunday?
"
bt call charge free landline mistake mobile number please,1,"FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
"
ok,0,"Ok can...
"
back bit far mum oops see soon tomo,0,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x
"
workin,0,"So u workin overtime nigpun?
"
nd test,0,"Same as kallis dismissial in 2nd test:-).
"
got guess,0,"O. Guess they both got screwd
"
call immediately message please urgent waiting,1,"Please CALL 08712402972 immediately as there is an urgent message waiting for you
"
call im later meeting,0,"I'm in a meeting, call me later at
"
dinner,0,"What r u cooking me for dinner?
"
ok thanx,0,"Ok thanx...
"
another care day go live plan without world,0,"Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
"
buy,0,"Then i buy.
"
awarded bonus call caller hr land line mobile number prize urgent valid,1,"URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
"
tho,0,"Heehee that was so funny tho
"
simple,0,"It only does simple arithmetic not percentages.
"
hour hows least leave sound yeah,0,"Yeah we wouldn't leave for an hour at least, how's 4 sound?
"
awarded bonus call customer mob prize valued,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589
"
day great thanks,0,"Thanks honey. Have a great day.
"
brings decide difficult life smile tear truth whats wrong,0,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""
"
care dear good night,0,"Good night my dear.. Sleepwell&amp;Take care
"
ask dad lar meh pick stay wan,0,"Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
"
jus,0,"Jus chillaxin, what up
"
cool da hey,0,"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.""
"
beautiful feel goodmorning heart leaf light read someone truth,0,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING
"
call camcorder colour free minute mobile new nokia phone reply text want,1,"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
"
busy coming day fine going great hope thing though whats,0,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! 
"
an answer father hav john joy ltgt question th try,0,"Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
"
ill,0,"Only once then after ill obey all yours.
"
didnt know let online search,0,"No she didnt. I will search online and let you know.
"
get go need,0,"Where do you need to go to get it?
"
pic please,0,"No pic. Please re-send.
"
,0,"He remains a bro amongst bros
"
bad isnt sick test youre,0,"Uhhhhrmm isnt having tb test bad when youre sick
"
got haf like space,0,"But i haf enuff space got like 4 mb...
"
came enjoy forget fun great life made much never one special wont,1,"LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
"
anytime call free min network new per phone reply video want week,1,"Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
"
awarded bonus call customer mob prize valued,1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470
"
age eg please reply welcome,1,"Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
"
call free freemsg help month stop txt unlimited,1,"Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
"
call free latest mobile mths opt orange phone save text update yes,1,"Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
"
area club day dont gr leave met msg new please reply ur yet,1,"Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
"
true,0,"True. Its easier with her here.
"
cover dont need parent really since story sure tuesday working,0,"Sure but since my parents will be working on Tuesday I don't really need a cover story
"
haha leh okay today weekend,0,"Haha okay... Today weekend leh... 
"
chat darlin hi im,0,"""Hi darlin did youPhone me? Im atHome if youwanna chat.""
"
anything dont id know shit something text want whatever,0,"I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
"
always one youve,0,"You've always been the brainy one.
"
change dude get info ltgt need never party safe study yeah,0,"Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
"
awarded call camera day delivery digital landline within,1,"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
"
christmas ur,0,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...
"
evening gr happiness joy sending,0,"Sending you greetings of joy and happiness. Do have a gr8 evening
"
darlin free hi,0,"""Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx""
"
india mean win,0,"If india win or level series means this is record:)
"
plan,0,"Then what about further plan?
"
good hear,0,"Its good to hear from you
"
awesome deal last night told yeah,0,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah
"
goin thinkin time,0,"What time you thinkin of goin?
"
apply collect extra film free get go mobile movie player text video yr,1,"Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
"
choose delivery money national save,1,"Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
"
also around come fine still working,0,"Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
"
care cause dont know yes,0,"Yes but I don't care cause I know its there!
"
wine,0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..
"
best cheap den eat ex food gd haha la lor mon okie oso wana,0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... 
"
ard busy leh lor nothing sitting work,0,"Sitting ard nothing to do lor. U leh busy w work?
"
home ltgt oh sale send,0,"Its  &lt;#&gt; k here oh. Should i send home for sale.
"
mail sorry,0,"Sorry. || mail? || 
"
abt telling tht ya,0,"Ya just telling abt tht incident..
"
called cause family hour like outside started wake whole yes,0,"Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
"
class got ugh,0,"Ugh just got outta class
"
book ever opinion people think ur,0,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna
"
anything called dont find room tell work,0,"I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
"
bathe card disturb dun dunno finish gd jus lar liao need network phone room si thk ur waiting,0,"No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
"
ill later ok right,0,"Ok. I.ll do you right later.
"
always cheer dear dont friendship get gud hear live near ni tear,0,"Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
"
come door lunch open,0,"Have your lunch and come quickly and open the door:)
"
call heard last like luv make night time xx,1,"Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
"
back bit co long lot love soon speak thanks via weekend,0,"I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
"
den frm go liao mrt one sat sun,0,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...
"
apply future message wait,1,"Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
"
lady street,0,"i am seeking a lady in the street and a freak in the sheets. Is that you?
"
phone,0,"My phone
"
figure found haha well,0,"Haha figures, well I found the piece and priscilla's bowl
"
actually excuse find fuck point tampa though whatever,0,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though
"
call claim contact draw guaranteed land line prize show today trying urgent,1,"URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
"
cinema finally last lol missed trip week,0,"yay! finally lol. i missed our cinema trip last week :-(
"
day saturday sunday working,0,"All day working day:)except saturday and sunday..
"
dear,0,"aathi..where are you dear..
"
amp dream empty eye frnds good heart life love mind night sweet touch without,0,"Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
"
bus ever get im think waiting,0,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.
"
back getting soon time,0,"You getting back any time soon?
"
hows question quick thing,0,", how's things? Just a quick question.
"
another blue come day gud leaf like may morning mrng night smile special way worry,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng
"
around come done ltgt probably right,0,"I can probably come by, everybody's done around  &lt;#&gt;  right?
"
co day didnt got ltgt money new return said see surprise wanted year,0,"I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.
"
around ask lot term there,0,"I can ask around but there's not a lot in terms of mids up here
"
check email photo sent sure yahoo yesterday,0,"Be sure to check your yahoo email. We sent photos yesterday
"
looking,0,"What was she looking for?
"
boytoy,0,"Wherre's my boytoy ? :-(
"
anytime call delivery min network new per phone pound reply text tomorrow video want week,1,"Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
"
babe boytoy day find fine go hello hope job kiss love miss well wish,0,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*
"
add bad change dnt ill ltgt morning new tell try ur waiting year,0,"Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
"
apartment buy chennai going got,0,"No:-)i got rumour that you going to buy apartment in chennai:-)
"
earlier probably yeah,0,"Yeah, probably earlier than that
"
change sound,0,"Change windows logoff sound..
"
da still,0,"Still i have not checked it da. . .
"
also came im room,0,"I'm also came to room.
"
earlier going got huh lei lesson sch thinkin tot,0,"Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
"
ok,0,"Ok.
"
amp around call free get ill ltdecimalgt mobile office problem reach voice,0,"I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
"
cool head text,0,"Cool, text me when you head out
"
call dating find know land line service someone,1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P
"
cost currently std text wan win,1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text
"
birthday dun find happy hard may soon ur work,0,"Happy birthday... May u find ur prince charming soon n dun work too hard...
"
bit charge come cover doesnt first oh party probably,0,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served
"
anything back bed cant said sleep went,0,"You said to me before i went back to bed that you can't sleep for anything.
"
hope id like love really see tomorrow would,0,"I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
"
bank member per pick,1,"Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
"
check im last ltgt man money old say still waiting year,0,"says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.
"
come home ur,0,"I will come to ur home now
"
day finish free mon,0,"Free any day but i finish at 6 on mon n thurs...
"
food,0,"Will you be here for food
"
life,0,"life alle mone,eppolum oru pole allalo
"
nite,0,"Nite...
"
cool dont gud king life like nyt two walk,0,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt
"
camera couple digital good happy hav holiday hope lovely new quite safe see week year,0,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! 
"
chat coz doin good hi long love ok ur wanted ya,0,"Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
"
party saw yeah,0,"I just saw ron burgundy captaining a party boat so yeah
"
im money,0,"I'm serious. You are in the money base
"
already guy loving one,0,"Already one guy loving you:-.
"
college,0,"Staff of placement training in Amrita college.
"
always chat fact money need,0,"I always chat with you. In fact i need money can you raise me?
"
im job like seems,0,"I'm job profile seems like bpo..
"
cheap co didnt found give isnt one said sleep somewhere well,0,"Well, I was about to give up cos they all said no they didn‘t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?
"
actually always back bos call car come could etc fixed get getting go last morning much number place talk telling think today told went would year,0,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.
"
class go,0,"Are you willing to go for apps class.
"
brother family,0,"Hanging out with my brother and his family
"
dont know reach telling,0,"No it will reach by 9 only. She telling she will be there. I dont know
"
end going hey month soon till working,0,"Hey... are you going to quit soon? Xuhui and i working till end of the month 
"
